documento,pagina,riga,cup,npp,descrizione,costo_mln,data_messa_in_esercizio
agg2021,128,E.5,J54C14000080001,1685,Implem Sistemi IT area AFC e PS - 2014,3.38,31/12/2020
agg2021,128,E.5,J54F12000010001,1685,Implem Sistemi IT area AFC e PS - 2012,0.39,31/12/2020
agg2021,128,E.5,J57E13000040001,1685,Implem Sistemi IT area AFC e PS - 2013,4.65,31/12/2020
agg2021,128,E.5,J57I08000170001,1569,Evoluzione Tecnologica Sistemi Distribuiti,15.18,31/12/2020
agg2021,128,E.5,J57I12000240001,1678,Separation of Duties (Sod),0.83,31/12/2020
agg2021,128,E.5,J57I13000060001,1329,Miglioramento dei sistemi di diagnostica - 2013,0.22,31/12/2020
agg2021,128,E.5,J59B08000190001,1552,Strumenti di Governo IT,7.95,31/12/2020
agg2021,128,E.5,J59B09000060001,1592,Sistemi per i processi di supporto - ante 2011,-0.15,31/12/2020
agg2021,128,E.5,J59B09000070001,1593,Standardizzazione Servizi IaP e Sistemi di campo,18.75,31/12/2020
agg2021,128,E.5,J59B12000050001,1683,Catasto e Banca Dati Immobiliare,2.48,31/12/2020
agg2021,128,E.5,J59B13000030001,1592,Sistemi per i processi di supporto - 2013,-0.04,31/12/2020
agg2021,128,E.5,J81C05000010001,1429,Interventi su SCC e IaP - Genova,0.9,31/12/2020
agg2021,128,E.5,J81J03000000001,1395,Attrezaggi tecnologici linee ed impianti - Bologna,14.9,31/12/2020
agg2021,128,E.5,J89B08000110001,1564,Studi e sperimentazione Dimensionamento Nodi,0.29,31/12/2020
agg2021,128,E.2,J11H92000030008,0137,Raddoppio Palermo-Messina tratta Messina-Patti,3.96,31/12/2020
agg2021,128,E.2,J11H96000000001,0042,Potenziamento tecnologico Nodo di Torino,-0.05,31/12/2020
agg2021,128,E.2,J11J04000070031,1440,Upgrading rete viaggiatori - DTP Milano - ante 2011,0.32,31/12/2020
agg2021,128,E.2,J21H98000000001,0161,Ammodernamento e velocizzazione Rete Sarda,-0.59,31/12/2020
agg2021,128,E.2,J31C07000010001,1537,Messa in sicurezza cantieri delle opere propedeutiche e chiusura attività in corso,-0.06,31/12/2020
agg2021,128,E.2,J31H92000040001,0116,Realiz.Nuovo Coll.Porto-Civit.,-0.12,31/12/2020
agg2021,128,E.2,J31H98000010001,0061,Messa in sicurezza galleria di Orte,-0.02,31/12/2020
agg2021,128,E.2,J31H98000070001,0160,Opere Inf.ne Staz.Ostiense/Nod,-0.08,31/12/2020
agg2021,128,E.2,J31J05000040001,1427,Efficientamento linea Codogno-Cremona-Mantova e raddoppio tratta Cremona-Cava Tigozzi,-1.14,31/12/2020
agg2021,128,E.2,J37E13000300001,1441,Upgrading rete viaggiatori - DTP Venezia - 2013,3.33,31/12/2020
agg2021,128,E.2,J51C05000030008,0302,AV/AC Milano-Venezia: nodo di Verona (progettazione preliminare),-0.2,31/12/2020
agg2021,128,E.2,J51H98000010001,0104,Realizz.Var.Gall. Monte Zucco,-0.03,31/12/2020
agg2021,128,E.2,J57F19000060001,1871,Riapertura Linee (DTP RM) - 2019,0.4,31/12/2020
agg2021,128,E.2,J59F09000000001,1549,Attività di accatastamento per obblighi di legge,9.2,31/12/2020
agg2021,128,E.2,J69B11000160001,1635,Arbitrato Tratta AV/AC VR-PD,-1.7,31/12/2020
agg2021,128,E.2,J71H92000010008,0069,Raddoppio Bologna-Verona,0.05,31/12/2020
agg2021,128,E.2,J71H99000000001,0178,Nodo ferroviario di Genova,-0.03,31/12/2020
agg2021,128,E.2,J79B08000170001,0324,Acquisto nave per il trasporto ferroviario sullo Stretto di Messina,0.13,31/12/2020
agg2021,128,E.2,J81C06000020001,1489,Opere propedeutiche per il collegamento dello scalo di Marzaglia con la linea Milano-Bologna,-0.05,31/12/2020
agg2021,128,E.2,J81H04000060001,1402,Linea Pontremolese: efficientamento linea attuale,-0.03,31/12/2020
agg2021,128,E.2,J81H98000020001,0112,Potenziamento scali di Bologna per servizi accessori,-0.03,31/12/2020
agg2021,128,E.2,J91H01000350001,1260,Interventi al Nodo di Firenze connessi con AV/AC,0.35,31/12/2020
agg2021,128,E.2,J91H92000010001,0034,Potenziamento infrastrutturale Firenze-Empoli,-0.56,31/12/2020
agg2021,128,E.2,J97E13000260001,1440,Upgrading rete viaggiatori - DTP Milano - 2013,-0.32,31/12/2020
agg2021,128,E.2,,R010,Riserve riga E.2,-0.67,31/12/2020
agg2021,128,E.3,,R011,Riserve riga E.3,-1.72,31/12/2020
agg2021,129,E.3,J11H03000090001,1307,Movicentro Piemonte,4.84,31/12/2020
agg2021,129,E.3,J21H02000100001,1283,Fosse da visita treno completo per manutenzione corrente rotabili - Venezia,-0.09,31/12/2020
agg2021,129,E.3,J31H00000150001,1218,Potenziamento e miglioramenti infrastrutturali impianti di manutenzione rotabili - Milano,0.71,31/12/2020
agg2021,129,E.3,J31H00000170041,2945,Manten. Straor. Stabilimento Venezia - ante 2011,-0.22,31/12/2020
agg2021,129,E.3,J31H00000180021,2989,Interventi di potenziamento e razionalizzazione impianti stabilimento di Napoli,0.85,31/12/2020
agg2021,129,E.3,J31H00000180061,2987,Realizzazione 7° binario intermodale scalo Ferruccio,1.29,31/12/2020
agg2021,129,E.3,J31H02000100001,1249,Riqualificazione grandi stazioni,220.66,31/12/2020
agg2021,129,E.3,J31H03000170008,0248,Potenziamento connessioni e terminali intermodali,-0.09,31/12/2020
agg2021,129,E.3,J31H03000460001,1366,Riqualificazione Medie Stazioni,150.61,31/12/2020
agg2021,129,E.3,J41H02000070011,1211,Manten in effic imp manut rotab -Napoli - ante 2011,0.08,31/12/2020
agg2021,129,E.3,J41H02000070141,1207,Manten in effic imp manut rotab -Trieste - ante 2011,0.22,31/12/2020
agg2021,129,E.3,J41H02000070171,1206,Manten in effic imp manut rotab -Venezia - ante 2011,0.02,31/12/2020
agg2021,129,E.3,J41H02000070221,1203,Manten in effic imp manut rotab -Milano - ante 2011,0.03,31/12/2020
agg2021,129,E.3,J51H00000070001,0402,Ampliamento Terminal Verona Quadrante Europa,0.03,31/12/2020
agg2021,129,E.3,J51H01000080001,0419,Nuovo terminal Padova interporto (acq.in,0.09,31/12/2020
agg2021,129,E.3,J59G00000000041,2991,Interventi di potenziamento e razionalizzazione scali merci - Milano,0.54,31/12/2020
agg2021,129,E.3,J61H04000180001,1405,Progetto Pegasus,17.0,31/12/2020
agg2021,129,E.4,,R013,Riserve riga E.4,-0.12,31/12/2020
agg2021,129,E.4,J11H00000190001,0156,PROGRAMMA OPERATIVO TRASPORTI FERROVIE,-0.03,31/12/2020
agg2021,129,E.4,J12D06000000001,1502,Studio di fattibilità potenziamento linea Foligno-Perugia-Terontola,-0.02,31/12/2020
agg2021,129,E.4,J21H03000130001,1344,"St.modifiche,integr.e l'ottim.prog.pr.",0.07,31/12/2020
agg2021,129,E.4,J21H03000130011,1345,Studio di fattibilità Terzo valico dei Giovi,0.04,31/12/2020
agg2021,129,E.4,J31H03000350001,1312,Studio di fattibilità per la riqualificazione ed il potenziamento delle linee Como-Molteno-Lecco e Monza-Molteno,-0.34,31/12/2020
agg2021,129,E.4,J31H92000050241,1182,Studi e sperimentazioni su standards di,0.21,31/12/2020
agg2021,129,E.4,J49B07000000001,1505,Studi di Fattibilità: Potenziamento Nodo di Roma,-0.03,31/12/2020
agg2021,129,E.4,J51H03000140001,1354,Studio di fattibilità potenziamento BATTIPAGLIA - POTENZA,0.43,31/12/2020
agg2021,129,E.4,J61C10000020008,0338,Opere di collegamento del ponte sullo stretto di Messina con la linea Battipaglia-Reggio Calabria,0.06,31/12/2020
agg2021,129,,J47I10000180001,0348,Interventi di completamento tratta AV/AC Bologna-Firenze,3.5,31/12/2020
agg2021,129,,J51C91000000008,0326,Nodo AV/AC Bologna,1.36,31/12/2020
agg2021,129,,J97I10000180001,0347,Interventi di completamento tratta AV/AC Milano-Bologna,2.4,31/12/2020
cdp2022,138,E.1,J17E00000000041,0557,Fabbricati di stazione - pot - Reggio C. - ante 2011,-1.21,31/12/2021
cdp2022,138,E.1,J17E99000010011,0512,Manut.Straord.Opere Dif.Infr. NA - ante 2011,-0.26,31/12/2021
cdp2022,138,E.1,J17E99000020051,0530,Obblighi di legge - NA - ante 2011,-0.09,31/12/2021
cdp2022,138,E.1,J17I13000000001,0521,Manut.Straord.Opere Dif.Infr.VE - 2013,-0.33,31/12/2021
cdp2022,138,E.1,J27I06000070001,1495,Migl. infrastr. linee AV/AC Napoli - ante 2011,-0.08,31/12/2021
cdp2022,138,E.1,J27I12000150001,1144,Infrastrutture di servizio stazioni (RC) - 2012,-0.06,31/12/2021
cdp2022,138,E.1,J27I12000240001,1652,Obblighi di Legge - Stazioni - 2012,-0.13,31/12/2021
cdp2022,138,E.1,J31H01000170011,0865,Manutenzione Strordinaria settore TE lotto C - Napoli,-0.1,31/12/2021
cdp2022,138,E.1,J51H92000020281,0612,Aumento Produttività M.E.RC - ante 2011,-0.09,31/12/2021
cdp2022,138,E.1,J57I13000060001,1329,Miglioramento dei sistemi di diagnostica - 2013,-0.14,31/12/2021
cdp2022,138,E.1,J91H92000040021,0629,Miglioramento infrastrutturale - DOIT Napoli - ante 2011,-0.06,31/12/2021
cdp2022,138,E.1,J91H92000040031,0669,Miglioramenti infrastrutturali - Potenziamento - Napoli,-0.16,31/12/2021
cdp2022,138,E.1,J97F13000020001,1491,Manutenzione Straordinaria Linee AV/AC N - 2013,-0.29,31/12/2021
cdp2022,138,E.1,J97I12000050001,0610,Aumento Produttività M.E.NA - 2012,-0.06,31/12/2021
cdp2022,138,E.1,J97I12000100001,1491,Manut.Straord.Opere Dif.Infr. Su linee A - 2012,-0.05,31/12/2021
cdp2022,138,E.1,J97I12000110001,1495,Miglioramenti infrastrutturali su linee - 2012,-0.07,31/12/2021
cdp2022,138,E.1,J97I12000180001,0624,Miglioramenti Infrastrutturali POT.BO - 2012,-0.2,31/12/2021
cdp2022,138,E.1,J97I12000220001,0530,Obblighi di legge - NA - 2012,-0.14,31/12/2021
cdp2022,138,E.1,J97I12000360001,0638,Miglioramenti infrastrutturali M.E.NA - 2012,-0.71,31/12/2021
cdp2022,138,E.1,J97I12000420001,0512,Manut.Straord.Opere Dif.Infr. NA - 2012,-0.42,31/12/2021
cdp2022,138,E.1,,1558,MAN. MEZZI DI MANOVRA MI - ante 2011,0.54,31/12/2021
cdp2022,138,E.1,,1558,MAN. MEZZI DI MANOVRA MI - ante 2011,-0.54,31/12/2021
cdp2022,138,E.1,,2945,Manuten. Straor. Stabilimento Venezia - 2012,0.22,31/12/2021
cdp2022,138,E.1,,C005,Progetto Ante per Manutenzione straordinaria ed Obblighi di Legge,1.76,31/12/2021
cdp2022,138,E.1,,1615,Ripristino e potenziamento impianti in Abruzzo (DOIT Ancona),-37.32,31/12/2021
cdp2022,138,E.1,J51H04000190001,1416,Sistema di Controllo Marcia Treno (SCMT)-realizzazione sottosistema di terra (SST) - DOIT Reggio Calabria,-0.46,31/12/2021
cdp2022,138,E.1,J67I10000150001,1615,Ripristino e potenziamento impianti in Abruzzo (DOIT Ancona),37.32,31/12/2021
cdp2022,138,E.1,J91H92000040231,0501,Miglioramento infrastrutturale Sibari - Cosenza,-0.13,31/12/2021
cdp2022,138,E.1,J97I13000330001,1693,Adeguamento alimentazione gallerie AV Bologna-Firenze,9.0,31/12/2021
cdp2022,138,E.5,J14B13000240001,1816,PRG Venezia SL e nuovo blocco con distanziamento a 4' Venezia Mestre - Venezia SL,40.0,31/12/2021
cdp2022,138,E.5,J24G18000030001,3087,Potenziamento tecnologico linea a monte del Vesuvio,10.0,31/12/2021
cdp2022,138,E.5,J27I05000010001,1479,Upgrading Tecnologico Venezia-Trieste - 1^ Fase,5.8,31/12/2021
cdp2022,138,E.5,J27I10000040001,1591,Accorpamento dei Posti Centrali dei sistemi di Controllo del Traffico Centralizzato (CTC),30.08,31/12/2021
cdp2022,138,E.5,J27J18000160001,3086,Upgrading linea Tirrenica sud - ulteriori interventi,7.0,31/12/2021
cdp2022,138,E.5,J30B04000000001,1425,Realiz. compl. ETR500 diagnost. linee AV,-0.06,31/12/2021
cdp2022,138,E.5,J31H02000060008,1055,Piano di attrezzaggio della rete con sistemi di telecomunicazione GSM-R,465.21,31/12/2021
cdp2022,138,E.5,J31H96000080008,0050,Sviluppo tecnologico del nodo di Roma,9.9,31/12/2021
cdp2022,138,E.5,J37I06000180001,1515,Riconfigurazione impianti SCMT Venezia,16.52,31/12/2021
cdp2022,138,E.5,J37I11000040001,1621,Tecnologie nodo di Modena/Marzaglia,22.0,31/12/2021
cdp2022,138,E.5,J47I06000130001,1508,Riconfigurazione impianti SCMT Verona,20.92,31/12/2021
cdp2022,138,E.5,J47I06000160001,1529,Riconfigurazione impianti SCMT Bologna e Milano,48.54,31/12/2021
cdp2022,138,E.5,J47I07000020001,0320,SCC Messina-Siracusa,56.45,31/12/2021
cdp2022,138,E.5,J47J18000160001,3080,Upgrading Roma - Firenze (DD e LL),24.58,31/12/2021
cdp2022,138,E.5,J51H03000120081,1335,Attrezzaggi tecnologici - ante 2011,-0.35,31/12/2021
cdp2022,138,E.5,J54H17000740001,3035,Upgrading prestazionale corridoio Scandinavia-Mediterraneo area tirrenica (DOIT Firenze),23.1,31/12/2021
cdp2022,138,E.5,J57I10000070001,0341,Completamento SCC Tirrenica,92.6,31/12/2021
cdp2022,138,E.5,J67I06000090001,1504,Riconfigurazione impianti SCMT Reggio Calabria,7.2,31/12/2021
cdp2022,138,E.5,J67I11000040001,1618,Miglioramenti tecnologici agli impianti di segnalamento della linea AV/AC TO-MI-NA,15.0,31/12/2021
cdp2022,138,E.5,J74C14000020002,1835,Nuovo ACEI Fiumetorto,5.0,31/12/2021
cdp2022,138,E.5,J74J17000000001,3050,Attrezzaggio tecnologico linea Palermo-Agrigento,3.5,31/12/2021
cdp2022,138,E.5,J77I07000000001,1511,Riconfigurazione impianti SCMT Trieste,3.04,31/12/2021
cdp2022,138,E.5,J77J18000350001,3081,Upgrading linee Bologna - Padova e Venezia-Trieste - DOIT Venezia,29.65,31/12/2021
cdp2022,138,E.5,J81J03000000001,1395,Attrezaggi tecnologici linee ed impianti - Bologna,7.5,31/12/2021
cdp2022,138,E.5,J87J18000250001,3084,Upgrading linea Milano - Bologna - DOIT Bologna,7.7,31/12/2021
cdp2022,138,E.5,J89B12000120001,1681,Spostamento Posti Centrali e adeguam IaP,4.6,31/12/2021
cdp2022,138,E.5,J91H98000000008,0103,BAB Roma-Napoli via Formia,51.76,31/12/2021
cdp2022,138,E.5,J97F19000110001,3177,Interventi di adeguamento sicurezza della Grande Galleria dell'Appennino,14.7,31/12/2021
cdp2022,139,E.5,J97J18000050001,3085,Upgrading corridoio Reno-Alpi - DOIT Genova,11.45,31/12/2021
cdp2022,139,E.2,J11H96000020001,0015,Passante P.ta Susa-Lingotto e collegamento Porta Susa - bivio Porta Nuova,-0.01,31/12/2021
cdp2022,139,E.2,J11J04000070041,1441,Upgrading rete viaggiatori - DOIT Venezia - ante 2011,6.67,31/12/2021
cdp2022,139,E.2,J11J04000070111,1448,Interventi upgrading rete viaggiatori - ante 2011,-0.63,31/12/2021
cdp2022,139,E.2,J14H17000180001,1951,Elettrificazione Bacino Veneto,30.0,31/12/2021
cdp2022,139,E.2,J27I11000790001,1637,Nodo di Napoli: velocizzazione itinerari AV/AC nelle stazioni,2.7,31/12/2021
cdp2022,139,E.2,J31C09000010001,0333,Collegamento diretto linea Chivasso-Aosta con la Torino-Milano (lunetta di Chivasso) ed altri interventi diffusi,6.86,31/12/2021
cdp2022,139,E.2,J31H03000220008,0280,PRG Roma Tiburtina,112.3,31/12/2021
cdp2022,139,E.2,J31H03000530001,0267,Nuovo collegamento Arcisate - Stabio,261.0,31/12/2021
cdp2022,139,E.2,J37E13000330001,1442,Upgrading rete viaggiatori - DOIT Trieste - 2013,20.0,31/12/2021
cdp2022,139,E.2,J37I06000090001,1485,Efficentamento Rho e Pavia,45.7,31/12/2021
cdp2022,139,E.2,J41C10000030001,0339,"Nodo di Livorno: potenziamento dei collegamenti ferroviari tra porto di Livorno, rete ferroviaria e interporto di Guasticce",43.0,31/12/2021
cdp2022,139,E.2,J51H00000040001,0205,Itinerario alternativo merci Gioia Tauro-Taranto con velocizzazione tratta Sibari-Cosenza,-0.04,31/12/2021
cdp2022,139,E.2,J61H92000000008,0081,Potenziamento asse ferroviario Pontremolese,568.71,31/12/2021
cdp2022,139,E.2,J77I07000020001,0322,SCC Bari-Taranto,30.04,31/12/2021
cdp2022,139,E.2,J79B12000020001,1673,Completamento attrezzaggio Bari-Taranto,18.0,31/12/2021
cdp2022,139,E.2,J81E16000690003,1912,Nuova fermata di Ronchi Aeroporto,3.29,31/12/2021
cdp2022,139,E.2,J94H17000200001,1949,Interventi di messa in sicurezza dell'asse ferroviario Cuneo-Ventimiglia,8.8,31/12/2021
cdp2022,139,E.2,J97E13000270001,1468,Upgrading rete viaggiatori - DOIT Verona - 2013,5.0,31/12/2021
cdp2022,139,E.2,,I019,Rischi noti su CVI TO-MI-NA,81.31,31/12/2021
cdp2022,139,E.2,,R010,Riserve riga E.2,0.01,31/12/2021
cdp2022,139,E.3,J57I06000080001,1488,Riqual.piccole-medie-grandi stazioni-RC - ante 2011,-3.2,31/12/2021
cdp2022,139,E.4,J11H03000170009,0273,Ponte sullo stretto di Messina: opere ferroviarie connesse sponda siciliana,-0.6,31/12/2021
cdp2022,139,E.4,J12F17000050001,1965,Terminal bus in stazione AV Firenze (studio di fattibilità),0.28,31/12/2021
cdp2022,139,E.4,J14F05000030001,0314,Velocizzazione Palermo-Trapani via Milo e via Castrelvetrano,1.73,31/12/2021
cdp2022,139,,,1693,Adeguamento alimentazione gallerie AV Bologna-Firenze,-9.0,31/12/2021
cdp2022,139,,J11C91000000008,0329,Tratta AV/AC RM-NA: interventi funzionali al Nodo AV/AC Napoli,13.0,31/12/2021
cdp2022,139,,J21C91000000008,0328,Nodo AV/AC Napoli,488.09,31/12/2021
cdp2022,139,,J51C91000000008,0326,Nodo AV/AC Bologna,8.9,31/12/2021
cdp2022,139,,J97I10000180001,0347,Interventi di completamento tratta AV/AC Milano-Bologna,19.5,31/12/2021
cdp2022,139,,,I019,Rischi noti su CVI TO-MI-NA,23.32,31/12/2021
agg2023,37,E.1,,0670,Miglioramento infrastrutturale - DOIT Palermo,-200.63,31/12/2022
agg2023,37,E.1,J11H03000070001,1295,Manutenzione mezzi di manovra - Roma - ante 2011,-0.01,31/12/2022
agg2023,37,E.1,J17E00000000091,0549,Potenziamento fabbricati di staz.-BA - ante 2011,-0.16,31/12/2022
agg2023,37,E.1,J17E91000000011,0634,Miglioramento infrastrutturale M.E.BA - ante 2011,0.0,31/12/2022
agg2023,37,E.1,J17E91000000021,0645,Miglioramenti infrastrutturali M.E.-VE - ante 2011,0.01,31/12/2022
agg2023,37,E.1,J17E91000000031,0638,Miglioramenti infrastrutturali M.E.NA - ante 2011,-0.04,31/12/2022
agg2023,37,E.1,J17E91000000191,0641,Miglioramenti infrastrutturali M.E. -RM - ante 2011,-0.04,31/12/2022
agg2023,37,E.1,J17E99000010001,0505,Manut.Straord.Opere Dif.Infr.M.E.AN - ante 2011,-0.02,31/12/2022
agg2023,37,E.1,J17E99000010041,0515,Manut.Straord.Opere Dif.Infr.M.E.RM - ante 2011,-0.11,31/12/2022
agg2023,37,E.1,J17E99000010151,0519,Manut.Straord.Opere Dif.Infr.M.E.TO - ante 2011,-0.01,31/12/2022
agg2023,37,E.1,J17E99000010181,0520,Manut.Straord.Opere Dif.Infr.TS - ante 2011,-0.02,31/12/2022
agg2023,37,E.1,J17E99000010221,0517,Man.Str.Op.Dif.Infr.SettoreArm.eOp.Civ. - ante 2011,-0.1,31/12/2022
agg2023,37,E.1,J17E99000020021,0533,Obblighi legge - RM - ante 2011,-0.08,31/12/2022
agg2023,37,E.1,J17E99000020051,0530,Obblighi di legge - NA - ante 2011,0.0,31/12/2022
agg2023,37,E.1,J17I12000360001,0645,Miglioramenti infrastrutturali M.E.-VE - 2012,-0.01,31/12/2022
agg2023,37,E.1,J17I13000000001,0521,Manut.Straord.Opere Dif.Infr.VE - 2013,0.15,31/12/2022
agg2023,37,E.1,J21H99000020001,2774,Fabbricati civ. e ind.(pot.posto manut.) - ante 2011,-0.01,31/12/2022
agg2023,37,E.1,J31H00000170111,2942,Manten. Straor. Stabilimento Torino - ante 2011,-0.01,31/12/2022
agg2023,37,E.1,J31H01000140001,0497,Acquisti-Manutenzioni Ist. Sp. (I) - ante 2011,0.0,31/12/2022
agg2023,37,E.1,J31H03000360001,1329,Migl.Sist.diagn.e gest.dati per Man.Infr - ante 2011,0.1,31/12/2022
agg2023,37,E.1,J37I12000060001,0520,Manut.Straord.Opere Dif.Infr.TS - 2012,0.01,31/12/2022
agg2023,37,E.1,J41H02000070061,1212,Manten in effic imp manut rotab -ReggioC - ante 2011,-0.05,31/12/2022
agg2023,37,E.1,J47I12000030001,0505,Manut.Straord.Opere Dif.Infr.M.E.AN - 2012,0.02,31/12/2022
agg2023,37,E.1,J51H92000010041,0651,Aumento Produttività - Potenziamento - Milano,-0.01,31/12/2022
agg2023,37,E.1,J51H92000010061,0657,Aumento Produttività (Potenziamento) -VR,0.01,31/12/2022
agg2023,37,E.1,J51H92000010131,0655,Aumento Produttività (Potenziamento) -TS,0.01,31/12/2022
agg2023,37,E.1,J51H92000020011,0610,Aumento Produttività M.E.NA - ante 2011,-0.04,31/12/2022
agg2023,37,E.1,J51H92000020091,0618,Aumento Produttività TO - ante 2011,-0.01,31/12/2022
agg2023,37,E.1,J57I12000070001,0515,Manut.Straord.Opere Dif.Infr.M.E.RM - 2012,0.03,31/12/2022
agg2023,37,E.1,J57I12000080001,1493,Miglioramenti infrastrutturali su linee - 2012,-0.01,31/12/2022
agg2023,37,E.1,J57I12000110001,0533,Obblighi legge - RM - 2012,0.24,31/12/2022
agg2023,37,E.1,J57I12000710001,0517,Man.Str.Op.Dif.Infr.SettoreArm.eOp.Civ. - 2012,0.1,31/12/2022
agg2023,37,E.1,J59G00000000031,2005,Interventi di potenziamento e razionalizzazione scali merci - Palermo,-0.01,31/12/2022
agg2023,37,E.1,J67I11000330001,1491,Manut.Straord.Opere Dif.Infr. Su linee A - ante 2011,-0.01,31/12/2022
agg2023,37,E.1,J71H00000080031,2741,Man.O.C. Arm. Attr. e Macch. C.Nord - ante 2011,-0.01,31/12/2022
agg2023,37,E.1,J71H00000080061,2739,Man.O.C. Arm. Attr. e Macch. N.Est - ante 2011,0.01,31/12/2022
agg2023,37,E.1,J81H01000090001,1179,Itinerari alternativi: elettrificazion PIACENZA - CASTELVETRO,-0.01,31/12/2022
agg2023,37,E.1,J87I08000000001,1490,Manut.Straord.Opere Dif.Infr. AV/AC Roma - ante 2011,-0.01,31/12/2022
agg2023,37,E.1,J91H92000040021,0629,Miglioramento infrastrutturale - DOIT Napoli - ante 2011,0.06,31/12/2022
agg2023,37,E.1,J91H92000040101,0622,Miglioramento infrastrutturale - DOIT Ancona - ante 2011,0.04,31/12/2022
agg2023,37,E.1,J91H92000040341,0670,Miglioramento infrastrutturale - DOIT Palermo,200.63,31/12/2022
agg2023,37,E.1,J97I12000420001,0512,Manut.Straord.Opere Dif.Infr. NA - 2012,2.53,31/12/2022
agg2023,37,E.1,J97I13000060001,0609,Aumento Produttività MI - 2013,-0.01,31/12/2022
agg2023,37,E.1,,C005,Progetto Ante per Manutenzione straordinaria ed Obblighi di Legge,6.35,31/12/2022
agg2023,37,E.1,,1616,Ripristino e potenziamento impianti in Abruzzo (DOIT Roma),-49.0,31/12/2022
agg2023,37,E.1,J31H93000010151,0690,Soppressione P.L. - Ancona,-0.01,31/12/2022
agg2023,37,E.1,J51H03000110221,1322,Interventi per Sic. e O.L. nei TV (RC) - ante 2011,-0.02,31/12/2022
agg2023,37,E.1,J51H03000120151,1334,Attrezzaggi tecnologici DOIT Milano - ante 2011,0.01,31/12/2022
agg2023,37,E.1,J57I10000220001,1617,Impianto di controllo rotabili in uscita dai principali scali ed interporti con Sistemi di Misura Carichi Verticali (SMCV),-0.03,31/12/2022
agg2023,37,E.1,J67I10000160001,1616,Ripristino e potenziamento impianti in Abruzzo (DOIT Roma),49.01,31/12/2022
agg2023,37,E.5,J11H01000260001,1245,Applicazioni Tecnologiche,0.01,31/12/2022
agg2023,37,E.5,J31H02000080001,1160,Rete FS in fibra ottica,-0.01,31/12/2022
agg2023,37,E.5,J31H03000380001,1349,Sistemi Informativi Infrastruttura(SII) - ante 2011,-0.01,31/12/2022
agg2023,37,E.5,J31H04000100001,1406,POTENZIAMENTO TECNOLOGICO CHIUSI-ROMA LL,-0.07,31/12/2022
agg2023,37,E.5,J59B13000030001,1592,Sistemi per i processi di supporto - 2013,0.03,31/12/2022
agg2023,37,E.5,J77J18000350001,3081,Upgrading linee Bologna - Padova e Venezia-Trieste - DOIT Venezia,0.01,31/12/2022
agg2023,37,E.5,J81J03000000001,1395,Attrezaggi tecnologici linee ed impianti - Bologna,1.5,31/12/2022
agg2023,38,E.2,,0280,PRG Roma Tiburtina,-37.41,31/12/2022
agg2023,38,E.2,J11H92000030008,0137,Raddoppio Palermo-Messina tratta Messina-Patti,0.5,31/12/2022
agg2023,38,E.2,J11H96000020001,0015,Passante P.ta Susa-Lingotto e collegamento Porta Susa - bivio Porta Nuova,0.01,31/12/2022
agg2023,38,E.2,J14H15000600002,1888,Metropolitana Leggera Matrice-Bojano,23.15,31/12/2022
agg2023,38,E.2,J31H03000220008,0280,PRG Roma Tiburtina,37.41,31/12/2022
agg2023,38,E.2,J41C10000030001,0339,"Nodo di Livorno: potenziamento dei collegamenti ferroviari tra porto di Livorno, rete ferroviaria e interporto di Guasticce",-0.65,31/12/2022
agg2023,38,E.2,J47I09000020002,1596,Velocizzazione stazioni rete sarda (comprende velocizzazione n° 6 impianti ed altri interventi minori),19.2,31/12/2022
agg2023,38,E.2,J51H00000040001,0205,Itinerario alternativo merci Gioia Tauro-Taranto con velocizzazione tratta Sibari-Cosenza,0.04,31/12/2022
agg2023,38,E.2,J57I05000010001,1454,Interventi upgrading rete merci - Venezia,-0.01,31/12/2022
agg2023,38,E.2,J61H92000000008,0081,Potenziamento asse ferroviario Pontremolese,0.65,31/12/2022
agg2023,38,E.2,J64H16000000001,1890,Upgrading linea Adriatica - impianti di sicurezza e segnalamento Bologna-Rimini,39.85,31/12/2022
agg2023,38,E.2,J71H92000010008,0069,Raddoppio Bologna-Verona,8.42,31/12/2022
agg2023,38,E.2,J71H92000040008,0101,Raddoppio ed elettrificazione Bari-Lecce,10.0,31/12/2022
agg2023,38,E.2,J84H14001290001,1873,"Upgrading linea Adriatica - opere civili, armamento e trazione elettrica DOIT Bologna",70.0,31/12/2022
agg2023,38,E.2,J84H14001300001,1874,"Upgrading linea Adriatica - opere civili, armamento e trazione elettrica DOIT Ancona",70.0,31/12/2022
agg2023,38,E.2,J84H14001310001,1875,"Upgrading linea Adriatica - opere civili, armamento e trazione elettrica DOIT Bari",79.0,31/12/2022
agg2023,38,E.2,J84H16000030001,1891,Upgrading linea Adriatica - impianti di sicurezza e segnalamento Rimini-Ancona,9.8,31/12/2022
agg2023,38,E.2,J91H01000350001,1260,Interventi al Nodo di Firenze connessi con AV/AC,1.7,31/12/2022
agg2023,38,E.2,J91H92000010001,0034,Potenziamento infrastrutturale Firenze-Empoli,-0.56,31/12/2022
agg2023,38,E.3,J67I06000110001,1526,Attrezzaggio impianti di informazione al - ante 2011,-0.01,31/12/2022
agg2023,38,E.3,J81H92000010001,0098,Sistemaz. Bologna S.Donato,-0.01,31/12/2022
agg2023,38,E.3,,2906,Riduzione del rischio trasposrto merci pericolose,-1.35,31/12/2022
