codice_intervento,descrizione,registro,codice_linea,linea,confidenza,prova,capi_nominati,comuni_citati_attraversati,confermato,natura_del_dato
0365,"Potenziamento Venezia-Trieste Velocizzazione linea storica e varianti Opere civili, soppressione PL e adeguamento a modulo 750m SF° Variante Latisana SF° Variante Ronchi dei Legionari - bivio Aurisina SF°","registro RFI (CdP Servizi, Allegato 3)",F035,[VENEZIA] VENEZIA CARPENEDO - VILLA OPICINA / TRIESTE,alta,nome-parziale,trieste,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0365,"Potenziamento Venezia-Trieste Velocizzazione linea storica e varianti Opere civili, soppressione PL e adeguamento a modulo 750m SF° Variante Latisana SF° Variante Ronchi dei Legionari - bivio Aurisina SF°","registro RFI (CdP Servizi, Allegato 3)",N003,Venezia,media,nome-parziale,venezia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0365,"Potenziamento Venezia-Trieste Velocizzazione linea storica e varianti Opere civili, soppressione PL e adeguamento a modulo 750m SF° Variante Latisana SF° Variante Ronchi dei Legionari - bivio Aurisina SF°","registro RFI (CdP Servizi, Allegato 3)",F039,UDINE - MONFALCONE via GORIZIA (compresa Gorizia - Nova Gorica),media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0365,"Potenziamento Venezia-Trieste Velocizzazione linea storica e varianti Opere civili, soppressione PL e adeguamento a modulo 750m SF° Variante Latisana SF° Variante Ronchi dei Legionari - bivio Aurisina SF°","registro RFI (CdP Servizi, Allegato 3)",C177,Caltanissetta Xirbi - Roccapalumba-A.,media,nome-parziale,a,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0365,"Potenziamento Venezia-Trieste Velocizzazione linea storica e varianti Opere civili, soppressione PL e adeguamento a modulo 750m SF° Variante Latisana SF° Variante Ronchi dei Legionari - bivio Aurisina SF°","registro RFI (CdP Servizi, Allegato 3)",C180,Roccapalumba-A. - Fiumetorto,media,nome-parziale,a,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0365,"Potenziamento Venezia-Trieste Velocizzazione linea storica e varianti Opere civili, soppressione PL e adeguamento a modulo 750m SF° Variante Latisana SF° Variante Ronchi dei Legionari - bivio Aurisina SF°","registro RFI (CdP Servizi, Allegato 3)",C182,Roccapalumba-A. - Aragona Caldare,media,nome-parziale,a,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0365A,"Potenziamento Venezia-Trieste lotti prioritari Potenziamento tecnologico Venezia-Trieste, rimozione limitazione massa assiale D4 e altri interventi infrastrutturali su linea storica","registro RFI (CdP Servizi, Allegato 3)",F035,[VENEZIA] VENEZIA CARPENEDO - VILLA OPICINA / TRIESTE,alta,nome-parziale,trieste,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0365A,"Potenziamento Venezia-Trieste lotti prioritari Potenziamento tecnologico Venezia-Trieste, rimozione limitazione massa assiale D4 e altri interventi infrastrutturali su linea storica","registro RFI (CdP Servizi, Allegato 3)",N003,Venezia,media,nome-parziale,venezia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0365A,"Potenziamento Venezia-Trieste lotti prioritari Potenziamento tecnologico Venezia-Trieste, rimozione limitazione massa assiale D4 e altri interventi infrastrutturali su linea storica","registro RFI (CdP Servizi, Allegato 3)",F033AV,PADOVA - VENEZIA AVAC,bassa,nome-parziale,venezia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0365B,"Potenziamento Venezia-Trieste completamento Varianti Portugruaro, Latisana e Isonzo PROG ITER Variante Ronchi-Aurisina","registro RFI (CdP Servizi, Allegato 3)",F035,[VENEZIA] VENEZIA CARPENEDO - VILLA OPICINA / TRIESTE,alta,nome-parziale,trieste,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0365B,"Potenziamento Venezia-Trieste completamento Varianti Portugruaro, Latisana e Isonzo PROG ITER Variante Ronchi-Aurisina","registro RFI (CdP Servizi, Allegato 3)",N003,Venezia,media,nome-parziale,venezia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0365B,"Potenziamento Venezia-Trieste completamento Varianti Portugruaro, Latisana e Isonzo PROG ITER Variante Ronchi-Aurisina","registro RFI (CdP Servizi, Allegato 3)",F033AV,PADOVA - VENEZIA AVAC,bassa,nome-parziale,venezia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0366,Potenziamento linea Ponte S.Pietro-Bergamo- Montello,"registro RFI (CdP Servizi, Allegato 3)",C048,Ponte S.Pietro - Rovato,alta,nome-parziale,ponte s pietro,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0366,Potenziamento linea Ponte S.Pietro-Bergamo- Montello,"registro RFI (CdP Servizi, Allegato 3)",C051,Bergamo - Treviglio Ovest - Treviglio,media,nome-parziale,bergamo,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0366,Potenziamento linea Ponte S.Pietro-Bergamo- Montello,"registro RFI (CdP Servizi, Allegato 3)",C044,Lecco - Ponte S.Pietro,media,nome-parziale,ponte s pietro,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0366,Potenziamento linea Ponte S.Pietro-Bergamo- Montello,"registro RFI (CdP Servizi, Allegato 3)",C047,Seregno - Ponte S.Pietro,media,nome-parziale,ponte s pietro,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0366A,"Potenziamento linea Ponte S.Pietro-Bergamo-Montello Raddoppio Bergamo-Curno, ACC Bergamo, PRG e ACC Ponte S.Pietro Raddoppio Bergamo-Montello ITER PRG Bergamo","registro RFI (CdP Servizi, Allegato 3)",C048,Ponte S.Pietro - Rovato,alta,nome-parziale,ponte s pietro,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0366A,"Potenziamento linea Ponte S.Pietro-Bergamo-Montello Raddoppio Bergamo-Curno, ACC Bergamo, PRG e ACC Ponte S.Pietro Raddoppio Bergamo-Montello ITER PRG Bergamo","registro RFI (CdP Servizi, Allegato 3)",C044,Lecco - Ponte S.Pietro,media,nome-parziale,ponte s pietro,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0366A,"Potenziamento linea Ponte S.Pietro-Bergamo-Montello Raddoppio Bergamo-Curno, ACC Bergamo, PRG e ACC Ponte S.Pietro Raddoppio Bergamo-Montello ITER PRG Bergamo","registro RFI (CdP Servizi, Allegato 3)",C047,Seregno - Ponte S.Pietro,media,nome-parziale,ponte s pietro,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0366A,"Potenziamento linea Ponte S.Pietro-Bergamo-Montello Raddoppio Bergamo-Curno, ACC Bergamo, PRG e ACC Ponte S.Pietro Raddoppio Bergamo-Montello ITER PRG Bergamo","registro RFI (CdP Servizi, Allegato 3)",C051,Bergamo - Treviglio Ovest - Treviglio,media,nome-parziale,bergamo,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0366B,Potenziamento linea Ponte S.Pietro-Bergamo- Montello 2^ fase,"registro RFI (CdP Servizi, Allegato 3)",C048,Ponte S.Pietro - Rovato,alta,nome-parziale,ponte s pietro,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0366B,Potenziamento linea Ponte S.Pietro-Bergamo- Montello 2^ fase,"registro RFI (CdP Servizi, Allegato 3)",C051,Bergamo - Treviglio Ovest - Treviglio,media,nome-parziale,bergamo,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0366B,Potenziamento linea Ponte S.Pietro-Bergamo- Montello 2^ fase,"registro RFI (CdP Servizi, Allegato 3)",C044,Lecco - Ponte S.Pietro,media,nome-parziale,ponte s pietro,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0366B,Potenziamento linea Ponte S.Pietro-Bergamo- Montello 2^ fase,"registro RFI (CdP Servizi, Allegato 3)",C047,Seregno - Ponte S.Pietro,media,nome-parziale,ponte s pietro,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0417,Porto di Taranto - collegamento ferroviario del complesso del porto di Taranto con la rete nazionale Nuova stazione di Cagioni e collegamento con nuova Piastra Logistica,"registro RFI (CdP Servizi, Allegato 3)",C156,Metaponto - Taranto,media,nome-parziale,taranto,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0417,Porto di Taranto - collegamento ferroviario del complesso del porto di Taranto con la rete nazionale Nuova stazione di Cagioni e collegamento con nuova Piastra Logistica,"registro RFI (CdP Servizi, Allegato 3)",C157,Taranto - Brindisi,media,nome-parziale,taranto,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0417,Porto di Taranto - collegamento ferroviario del complesso del porto di Taranto con la rete nazionale Nuova stazione di Cagioni e collegamento con nuova Piastra Logistica,"registro RFI (CdP Servizi, Allegato 3)",C159,Gioia Del Colle - Taranto,media,nome-parziale,taranto,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0810,"Velocizzazione Foligno-Perugia-Terontola PRG Perugia S. Giovanni 1^ fase, Velocizzazione Perugia Pontivegge, nuova fermata Perugia Capitini e miglioramenti infrastrutturali tratte varie","registro RFI (CdP Servizi, Allegato 3)",C127,Terontola - Foligno,alta,nome,terontola|foligno,,si,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
0810,"Velocizzazione Foligno-Perugia-Terontola PRG Perugia S. Giovanni 1^ fase, Velocizzazione Perugia Pontivegge, nuova fermata Perugia Capitini e miglioramenti infrastrutturali tratte varie","registro RFI (CdP Servizi, Allegato 3)",F065,ANCONA - ORTE (compresa Ancona - Ancona Marittima),media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1161,Adeguamenti preliminari alla linea storica ed al nodo di Bologna per integrazione funzionale con AV/AC,"registro RFI (CdP Servizi, Allegato 3)",A005,Milano-Bologna AV/AC,media,nome-parziale,bologna,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1161,Adeguamenti preliminari alla linea storica ed al nodo di Bologna per integrazione funzionale con AV/AC,"registro RFI (CdP Servizi, Allegato 3)",A007,Bologna - Firenze AV/AC,media,nome-parziale,bologna,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1161,Adeguamenti preliminari alla linea storica ed al nodo di Bologna per integrazione funzionale con AV/AC,"registro RFI (CdP Servizi, Allegato 3)",N005,Bologna,media,nome-parziale,bologna,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1161,Adeguamenti preliminari alla linea storica ed al nodo di Bologna per integrazione funzionale con AV/AC,"registro RFI (CdP Servizi, Allegato 3)",F043,[BOLOGNA] BOLOGNA S.RUFFILLO - FIRENZE CASTELLO [FIRENZE],media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1310,Potenziamento itinerari merci Tarvisio/Villa Opicina,"registro RFI (CdP Servizi, Allegato 3)",F037,TARVISIO BOSCOVERDE  - MOGLIANO [VENEZIA],media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1310,Potenziamento itinerari merci Tarvisio/Villa Opicina,"registro RFI (CdP Servizi, Allegato 3)",F035,[VENEZIA] VENEZIA CARPENEDO - VILLA OPICINA / TRIESTE,media,nome-parziale,villa opicina,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1346,Potenziamento linea Pistoia-Lucca Raddoppio Pistoia-Montecatini Upgrading Montecatini-Pescia Raddoppio Pescia-Lucca PROG ITER,"registro RFI (CdP Servizi, Allegato 3)",C116,Lucca - Pistoia,alta,nome,lucca|pistoia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1346,Potenziamento linea Pistoia-Lucca Raddoppio Pistoia-Montecatini Upgrading Montecatini-Pescia Raddoppio Pescia-Lucca PROG ITER,"registro RFI (CdP Servizi, Allegato 3)",C113,Viareggio - Lucca,media,nome-parziale,lucca,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1346,Potenziamento linea Pistoia-Lucca Raddoppio Pistoia-Montecatini Upgrading Montecatini-Pescia Raddoppio Pescia-Lucca PROG ITER,"registro RFI (CdP Servizi, Allegato 3)",C115,Porretta Terme - Pistoia,media,nome-parziale,pistoia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1346,Potenziamento linea Pistoia-Lucca Raddoppio Pistoia-Montecatini Upgrading Montecatini-Pescia Raddoppio Pescia-Lucca PROG ITER,"registro RFI (CdP Servizi, Allegato 3)",C117,Pisa - Lucca,media,nome-parziale,lucca,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1346,Potenziamento linea Pistoia-Lucca Raddoppio Pistoia-Montecatini Upgrading Montecatini-Pescia Raddoppio Pescia-Lucca PROG ITER,"registro RFI (CdP Servizi, Allegato 3)",C118,Pistoia - Prato,media,nome-parziale,pistoia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1346,Potenziamento linea Pistoia-Lucca Raddoppio Pistoia-Montecatini Upgrading Montecatini-Pescia Raddoppio Pescia-Lucca PROG ITER,"registro RFI (CdP Servizi, Allegato 3)",C119,Aulla - Lucca,media,nome-parziale,lucca,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1357,Potenziamento Fossano-Cuneo Interventi nella stazione di Centallo e progettazione raddoppio Fossano-Cuneo,"registro RFI (CdP Servizi, Allegato 3)",C009,Fossano - Cuneo,alta,nome,fossano|cuneo,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1357,Potenziamento Fossano-Cuneo Interventi nella stazione di Centallo e progettazione raddoppio Fossano-Cuneo,"registro RFI (CdP Servizi, Allegato 3)",C010,Cuneo - Ventimiglia,media,nome-parziale,cuneo,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1357,Potenziamento Fossano-Cuneo Interventi nella stazione di Centallo e progettazione raddoppio Fossano-Cuneo,"registro RFI (CdP Servizi, Allegato 3)",C011,Trofarello - Fossano,media,nome-parziale,fossano,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1357,Potenziamento Fossano-Cuneo Interventi nella stazione di Centallo e progettazione raddoppio Fossano-Cuneo,"registro RFI (CdP Servizi, Allegato 3)",C012,Fossano - Mondovì,media,nome-parziale,fossano,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1357,Potenziamento Fossano-Cuneo Interventi nella stazione di Centallo e progettazione raddoppio Fossano-Cuneo,"registro RFI (CdP Servizi, Allegato 3)",C217,Mondovì - Cuneo,media,nome-parziale,cuneo,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1357,Potenziamento Fossano-Cuneo Interventi nella stazione di Centallo e progettazione raddoppio Fossano-Cuneo,"registro RFI (CdP Servizi, Allegato 3)",C243,Saluzzo - Cuneo,media,nome-parziale,cuneo,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1417,Potenziamento linee Castelli Romani Potenziamento stazione di Marino e Frascati; potenziamento infrastrutturale e tecnologico della linea Ciampino-Frascati e nuova stazione di Villa Senni,"registro RFI (CdP Servizi, Allegato 3)",C235,Ciampino - Frascati,alta,nome,ciampino|frascati,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1417,Potenziamento linee Castelli Romani Potenziamento stazione di Marino e Frascati; potenziamento infrastrutturale e tecnologico della linea Ciampino-Frascati e nuova stazione di Villa Senni,"registro RFI (CdP Servizi, Allegato 3)",C134,Ciampino - Albano Laziale,alta,nome-parziale,ciampino,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1417,Potenziamento linee Castelli Romani Potenziamento stazione di Marino e Frascati; potenziamento infrastrutturale e tecnologico della linea Ciampino-Frascati e nuova stazione di Villa Senni,"registro RFI (CdP Servizi, Allegato 3)",C135,Ciampino - Velletri,alta,nome-parziale,ciampino,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1417,Potenziamento linee Castelli Romani Potenziamento stazione di Marino e Frascati; potenziamento infrastrutturale e tecnologico della linea Ciampino-Frascati e nuova stazione di Villa Senni,"registro RFI (CdP Servizi, Allegato 3)",F061,(comprese linee Rocca d'Evandro - Venafro/Vairano e Santa Maria C.V. - Maddaloni M. S.to e linee Bivio Maddaloni /,alta,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1417,Potenziamento linee Castelli Romani Potenziamento stazione di Marino e Frascati; potenziamento infrastrutturale e tecnologico della linea Ciampino-Frascati e nuova stazione di Villa Senni,"registro RFI (CdP Servizi, Allegato 3)",N007,Roma,media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1427,Efficientamento linea Codogno-Cremona-Mantova e raddoppio tratta Cremona-Cava Tigozzi,"registro RFI (CdP Servizi, Allegato 3)",C061,Codogno - Cremona,alta,nome,codogno|cremona,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1427,Efficientamento linea Codogno-Cremona-Mantova e raddoppio tratta Cremona-Cava Tigozzi,"registro RFI (CdP Servizi, Allegato 3)",C053,Olmeneta - Cremona,media,nome-parziale,cremona,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1427,Efficientamento linea Codogno-Cremona-Mantova e raddoppio tratta Cremona-Cava Tigozzi,"registro RFI (CdP Servizi, Allegato 3)",C054,Cremona - Castelvetro,media,nome-parziale,cremona,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1427,Efficientamento linea Codogno-Cremona-Mantova e raddoppio tratta Cremona-Cava Tigozzi,"registro RFI (CdP Servizi, Allegato 3)",C062,Cremona - Piadena,media,nome-parziale,cremona,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1427,Efficientamento linea Codogno-Cremona-Mantova e raddoppio tratta Cremona-Cava Tigozzi,"registro RFI (CdP Servizi, Allegato 3)",C063,Piadena - Mantova,media,nome-parziale,mantova,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1427,Efficientamento linea Codogno-Cremona-Mantova e raddoppio tratta Cremona-Cava Tigozzi,"registro RFI (CdP Servizi, Allegato 3)",C070,Verona - Mantova,media,nome-parziale,mantova,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1438,Nodo ferrostradale Casalecchio di Reno: interramento linea Porrettana (stralcio ferroviario) Nodo Casalecchio di Reno: interramento linea Porrettana (stralcio PROG PROG ferroviario),"registro RFI (CdP Servizi, Allegato 3)",N005,Bologna,media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1524,"Interventi di ammodernamento e velocizzazione della tratta ferroviaria Oristano-Sassari-Olbia Soppressione passaggi a livello a nord di Oristano, istituzione Rango C linee Cagliari-Sassari/Olbia e rettifiche di tracciato tra Bauladu e Abbasanta","registro RFI (CdP Servizi, Allegato 3)",C187,Ozieri Chilivani - Decimomannu,alta,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1524,"Interventi di ammodernamento e velocizzazione della tratta ferroviaria Oristano-Sassari-Olbia Soppressione passaggi a livello a nord di Oristano, istituzione Rango C linee Cagliari-Sassari/Olbia e rettifiche di tracciato tra Bauladu e Abbasanta","registro RFI (CdP Servizi, Allegato 3)",C185,Olbia - Ozieri Chilivani,media,nome-parziale,olbia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1524,"Interventi di ammodernamento e velocizzazione della tratta ferroviaria Oristano-Sassari-Olbia Soppressione passaggi a livello a nord di Oristano, istituzione Rango C linee Cagliari-Sassari/Olbia e rettifiche di tracciato tra Bauladu e Abbasanta","registro RFI (CdP Servizi, Allegato 3)",C186,Sassari - Ozieri Chilivani,media,nome-parziale,sassari,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1524,"Interventi di ammodernamento e velocizzazione della tratta ferroviaria Oristano-Sassari-Olbia Soppressione passaggi a livello a nord di Oristano, istituzione Rango C linee Cagliari-Sassari/Olbia e rettifiche di tracciato tra Bauladu e Abbasanta","registro RFI (CdP Servizi, Allegato 3)",C188,Decimomannu - Cagliari,media,nome-parziale,cagliari,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1524,"Interventi di ammodernamento e velocizzazione della tratta ferroviaria Oristano-Sassari-Olbia Soppressione passaggi a livello a nord di Oristano, istituzione Rango C linee Cagliari-Sassari/Olbia e rettifiche di tracciato tra Bauladu e Abbasanta","registro RFI (CdP Servizi, Allegato 3)",C237,Golfo Aranci Mar.ma - Olbia,media,nome-parziale,olbia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1524,"Interventi di ammodernamento e velocizzazione della tratta ferroviaria Oristano-Sassari-Olbia Soppressione passaggi a livello a nord di Oristano, istituzione Rango C linee Cagliari-Sassari/Olbia e rettifiche di tracciato tra Bauladu e Abbasanta","registro RFI (CdP Servizi, Allegato 3)",C241,Porto Torres Pcc - Sassari,media,nome-parziale,sassari,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1604A,Upgrading infrastrutturale e tecnologico linea linea Trieste- Divaca Upgrade linea storica bivio Aurisina-Confine di Stato (fase 0 Nuova linea Trieste-Divaca) - comprende anche progettazione preliminare nuova linea,"registro RFI (CdP Servizi, Allegato 3)",F035,[VENEZIA] VENEZIA CARPENEDO - VILLA OPICINA / TRIESTE,media,nome-parziale,trieste,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1604B,"Nuova linea Trieste-Divaca Nuova linea • NCP 1: ""Intervento sospeso""","registro RFI (CdP Servizi, Allegato 3)",F035,[VENEZIA] VENEZIA CARPENEDO - VILLA OPICINA / TRIESTE,media,nome-parziale,trieste,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1659,Potenziamento collegamento Lamezia Terme - Catanzaro Lido - Dorsale jonica,"registro RFI (CdP Servizi, Allegato 3)",C163,Lamezia Terme - Catanzaro Lido,alta,nome,lamezia terme|catanzaro lido,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1659,Potenziamento collegamento Lamezia Terme - Catanzaro Lido - Dorsale jonica,"registro RFI (CdP Servizi, Allegato 3)",C161,Sibari - Catanzaro Lido,media,nome-parziale,catanzaro lido,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1659,Potenziamento collegamento Lamezia Terme - Catanzaro Lido - Dorsale jonica,"registro RFI (CdP Servizi, Allegato 3)",C162,Catanzaro Lido - REGGIO C CLE,media,nome-parziale,catanzaro lido,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1659,Potenziamento collegamento Lamezia Terme - Catanzaro Lido - Dorsale jonica,"registro RFI (CdP Servizi, Allegato 3)",F077,PAOLA - REGGIO CALABRIA CENTRALE (compresa Eccellente - Rosarno),media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1669,Asse Salerno-Reggio Calabria: stazione di Reggio Calabria - abbassamento piano binari ed intubamento tratto urbano,"registro RFI (CdP Servizi, Allegato 3)",C146,Nocera Inferiore - Salerno (via CAVA T.),media,nome-parziale,salerno,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1669,Asse Salerno-Reggio Calabria: stazione di Reggio Calabria - abbassamento piano binari ed intubamento tratto urbano,"registro RFI (CdP Servizi, Allegato 3)",C147,Salerno - Arechi,media,nome-parziale,salerno,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1669,Asse Salerno-Reggio Calabria: stazione di Reggio Calabria - abbassamento piano binari ed intubamento tratto urbano,"registro RFI (CdP Servizi, Allegato 3)",C148,Mercato S.Severino - Salerno,media,nome-parziale,salerno,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1669,Asse Salerno-Reggio Calabria: stazione di Reggio Calabria - abbassamento piano binari ed intubamento tratto urbano,"registro RFI (CdP Servizi, Allegato 3)",F073,[NAPOLI] PORTICI - SALERNO,media,nome-parziale,salerno,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1669,Asse Salerno-Reggio Calabria: stazione di Reggio Calabria - abbassamento piano binari ed intubamento tratto urbano,"registro RFI (CdP Servizi, Allegato 3)",F075,SALERNO - PAOLA,media,nome-parziale,salerno,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
